Energy	p(K=0)	p(K=1)	p(K>=2)
-1.348148148148148	0.0	0.0	1.0
-0.36049382716049383	0.0	0.0	1.0
-1.6760493827160494	0.2631578947368421	0.2631578947368421	0.47368421052631576
-0.9333333333333333	0.0	0.0	1.0
-0.9965432098765432	0.0	0.0	1.0
-1.3382716049382717	0.0	0.0	1.0
-0.43555555555555553	0.0	0.0	1.0
-1.0953086419753086	0.0	0.0	1.0
-0.585679012345679	0.0	0.0	1.0
-0.27753086419753087	0.0	0.0	1.0
-0.6251851851851852	0.0	0.0	1.0
-0.3328395061728395	0.0	0.0	1.0
-1.0676543209876543	0.0	0.0	1.0
-0.7081481481481482	0.0	0.0	1.0
-0.7239506172839506	0.0	0.0	1.0
-2.0	1.0	0.0	0.0
-1.6898765432098766	0.6	0.06666666666666667	0.3333333333333333
-1.5140740740740741	0.0	0.16666666666666666	0.8333333333333334
-0.6409876543209877	0.0	0.0	1.0
-1.308641975308642	0.0	0.0	1.0
-0.22024691358024692	0.0	0.0	1.0
-1.9703703703703703	1.0	0.0	0.0
-0.9827160493827161	0.0	0.0	1.0
-1.4765432098765432	0.0	0.0	1.0
-0.17876543209876544	0.0	0.0	1.0
-1.3125925925925925	0.0	0.0	1.0
-0.5481481481481482	0.0	0.0	1.0
-1.431111111111111	0.0	0.07692307692307693	0.9230769230769231
-0.45728395061728394	0.0	0.0	1.0
-1.545679012345679	0.05263157894736842	0.05263157894736842	0.8947368421052632
-0.47703703703703704	0.0	0.0	1.0
-0.7061728395061728	0.0	0.0	1.0
-1.0913580246913581	0.0	0.0	1.0
-0.56	0.0	0.0	1.0
-1.2039506172839507	0.0	0.0	1.0
-0.802962962962963	0.0	0.0	1.0
-1.9782716049382716	1.0	0.0	0.0
-0.5323456790123456	0.0	0.0	1.0
-0.9530864197530864	0.0	0.0	1.0
-0.5896296296296296	0.0	0.0	1.0
-0.6390123456790123	0.0	0.0	1.0
-0.7417283950617284	0.0	0.0	1.0
-1.8222222222222222	0.8333333333333334	0.10416666666666667	0.0625
-1.2296296296296296	0.0	0.047619047619047616	0.9523809523809523
-1.7669135802469136	0.5555555555555556	0.18518518518518517	0.25925925925925924
-1.4923456790123457	0.0	0.0	1.0
-0.9037037037037037	0.0	0.0	1.0
-0.18864197530864196	0.0	0.0	1.0
-0.9195061728395062	0.0	0.0	1.0
-1.0735802469135802	0.0	0.0	1.0
-0.3762962962962963	0.0	0.0	1.0
-0.3940740740740741	0.0	0.0	1.0
