Starting saddles simulation at 2025-05-24T20:12:34.763
Lattice size: 13
Beta values: [0.1, 0.10279944599549397, 0.10567726096980483, 0.10863563882017176, 0.11167683486080235, 0.11480316754220751, 0.1180170202186681, 0.1213208429651809, 0.12471715444526921, 0.12820854383108135, 0.1317976727772417, 0.13548727744995842, 0.13928017061293513, 0.14317924377167612, 0.14718746937782085, 0.15130790309518719, 0.15554368612925135, 0.15989804762184037, 0.16437430711286308, 0.16897587707095507, 0.17370626549496876, 0.1785690785882898, 0.18356802350802015, 0.1887069111911229, 0.19398965925968314, 0.19942029500750083, 0.20500295847029057, 0.21074190558183128, 0.21664151141846955, 0.22270627353445155, 0.22894081539062563, 0.23534988987912978, 0.2419383829467506, 0.24871131731971624, 0.25567385633276335, 0.26283130786539594, 0.2701891283883382, 0.27775292712326566, 0.2855284703189852, 0.2935216856473252, 0.3017386667220857, 0.3101856777444941, 0.3188691582787082, 0.3277957281610069, 0.3369721925464105, 0.3464055470965792, 0.3561029833129435, 0.36607189401913226, 0.3763198789968798, 0.3868547507797058, 0.39768454060878644, 0.4088175045555577, 0.4202621298157168, 0.4320271411794205, 0.4441215076826148, 0.4565544494445634, 0.46933544469678873, 0.48247423700878694, 0.49598084271601944, 0.5098655585558504, 0.5241389695172453, 0.5388119569102191, 0.553895706661185, 0.5694017178405246, 0.5853418114288852, 0.601728139328883, 0.6185731936290858, 0.6358898161273345, 0.6536912081206652, 0.6719909404692954, 0.6908029639423454, 0.710141619853183, 0.730021650992499, 0.7504582128674476, 0.7714668852554213, 0.7930636840812662, 0.815265073626996, 0.8380879790833082, 0.8615497994524721, 0.885668420812431, 0.9104622299522194, 0.9359501283891019, 0.9621515467781114, 0.9890864597249744, 1.0167754010137187, 1.045239479260565, 1.0745003940060471, 1.1045804522576164, 1.1355025854953513, 1.1672903671537318, 1.1999680305928035, 1.2335604875724422, 1.2680933472437848, 1.3035929356723266, 1.3400863159075478, 1.3776013086143843, 1.4161665132822627, 1.4558113300278694, 1.4965659820082826, 1.5384615384615383]
Copies: 600
Move type: l chain flip
----------------------------------
Finished copy 451 at 2025-05-24T20:12:36.513
Finished copy 151 at 2025-05-24T20:12:36.575
Finished copy 1 at 2025-05-24T20:12:36.708
Finished copy 301 at 2025-05-24T20:12:36.943
Finished copy 2 at 2025-05-24T20:12:38.340
Finished copy 452 at 2025-05-24T20:12:38.403
Finished copy 152 at 2025-05-24T20:12:38.486
Finished copy 302 at 2025-05-24T20:12:38.970
Finished copy 453 at 2025-05-24T20:12:40.113
Finished copy 3 at 2025-05-24T20:12:40.246
Finished copy 153 at 2025-05-24T20:12:40.247
Finished copy 303 at 2025-05-24T20:12:40.724
Finished copy 454 at 2025-05-24T20:12:41.935
Finished copy 4 at 2025-05-24T20:12:41.968
Finished copy 154 at 2025-05-24T20:12:42.026
Finished copy 304 at 2025-05-24T20:12:42.545
Finished copy 5 at 2025-05-24T20:12:43.602
Finished copy 455 at 2025-05-24T20:12:43.884
Finished copy 155 at 2025-05-24T20:12:43.887
Finished copy 305 at 2025-05-24T20:12:44.375
Finished copy 6 at 2025-05-24T20:12:45.232
Finished copy 156 at 2025-05-24T20:12:45.638
Finished copy 456 at 2025-05-24T20:12:45.708
Finished copy 306 at 2025-05-24T20:12:46.140
Finished copy 7 at 2025-05-24T20:12:46.876
Finished copy 157 at 2025-05-24T20:12:47.700
Finished copy 307 at 2025-05-24T20:12:47.734
Finished copy 457 at 2025-05-24T20:12:47.794
Finished copy 8 at 2025-05-24T20:12:48.558
Finished copy 308 at 2025-05-24T20:12:49.520
Finished copy 158 at 2025-05-24T20:12:49.660
Finished copy 458 at 2025-05-24T20:12:49.815
Finished copy 9 at 2025-05-24T20:12:50.281
Finished copy 309 at 2025-05-24T20:12:51.337
Finished copy 459 at 2025-05-24T20:12:51.532
Finished copy 159 at 2025-05-24T20:12:51.637
Finished copy 10 at 2025-05-24T20:12:51.966
Finished copy 160 at 2025-05-24T20:12:53.315
Finished copy 310 at 2025-05-24T20:12:53.325
Finished copy 460 at 2025-05-24T20:12:53.552
Finished copy 11 at 2025-05-24T20:12:53.646
Finished copy 161 at 2025-05-24T20:12:55.076
Finished copy 311 at 2025-05-24T20:12:55.114
Finished copy 12 at 2025-05-24T20:12:55.276
Finished copy 461 at 2025-05-24T20:12:55.279
Finished copy 13 at 2025-05-24T20:12:56.981
Finished copy 162 at 2025-05-24T20:12:57.070
Finished copy 462 at 2025-05-24T20:12:57.173
Finished copy 312 at 2025-05-24T20:12:57.211
Finished copy 14 at 2025-05-24T20:12:58.787
Finished copy 163 at 2025-05-24T20:12:58.927
Finished copy 463 at 2025-05-24T20:12:59.154
Finished copy 313 at 2025-05-24T20:12:59.206
Finished copy 15 at 2025-05-24T20:13:00.304
Finished copy 164 at 2025-05-24T20:13:00.824
Finished copy 314 at 2025-05-24T20:13:01.057
Finished copy 464 at 2025-05-24T20:13:01.313
Finished copy 16 at 2025-05-24T20:13:02.014
Finished copy 165 at 2025-05-24T20:13:02.731
Finished copy 315 at 2025-05-24T20:13:02.974
Finished copy 465 at 2025-05-24T20:13:03.340
Finished copy 17 at 2025-05-24T20:13:04.053
Finished copy 166 at 2025-05-24T20:13:04.620
Finished copy 316 at 2025-05-24T20:13:04.692
Finished copy 466 at 2025-05-24T20:13:05.493
Finished copy 18 at 2025-05-24T20:13:06.009
Finished copy 167 at 2025-05-24T20:13:06.282
Finished copy 317 at 2025-05-24T20:13:06.626
Finished copy 467 at 2025-05-24T20:13:07.436
Finished copy 19 at 2025-05-24T20:13:07.715
Finished copy 168 at 2025-05-24T20:13:08.196
Finished copy 318 at 2025-05-24T20:13:08.468
Finished copy 468 at 2025-05-24T20:13:09.135
Finished copy 20 at 2025-05-24T20:13:09.567
Finished copy 319 at 2025-05-24T20:13:10.138
Finished copy 169 at 2025-05-24T20:13:10.198
