Starting saddles simulation at 2025-05-29T11:13:53.434
Lattice size: 18
Beta values: [0.1, 0.10279944599549397, 0.10567726096980483, 0.10863563882017176, 0.11167683486080235, 0.11480316754220751, 0.1180170202186681, 0.1213208429651809, 0.12471715444526921, 0.12820854383108135, 0.1317976727772417, 0.13548727744995842, 0.13928017061293513, 0.14317924377167612, 0.14718746937782085, 0.15130790309518719, 0.15554368612925135, 0.15989804762184037, 0.16437430711286308, 0.16897587707095507, 0.17370626549496876, 0.1785690785882898, 0.18356802350802015, 0.1887069111911229, 0.19398965925968314, 0.19942029500750083, 0.20500295847029057, 0.21074190558183128, 0.21664151141846955, 0.22270627353445155, 0.22894081539062563, 0.23534988987912978, 0.2419383829467506, 0.24871131731971624, 0.25567385633276335, 0.26283130786539594, 0.2701891283883382, 0.27775292712326566, 0.2855284703189852, 0.2935216856473252, 0.3017386667220857, 0.3101856777444941, 0.3188691582787082, 0.3277957281610069, 0.3369721925464105, 0.3464055470965792, 0.3561029833129435, 0.36607189401913226, 0.3763198789968798, 0.3868547507797058, 0.39768454060878644, 0.4088175045555577, 0.4202621298157168, 0.4320271411794205, 0.4441215076826148, 0.4565544494445634, 0.46933544469678873, 0.48247423700878694, 0.49598084271601944, 0.5098655585558504, 0.5241389695172453, 0.5388119569102191, 0.553895706661185, 0.5694017178405246, 0.5853418114288852, 0.601728139328883, 0.6185731936290858, 0.6358898161273345, 0.6536912081206652, 0.6719909404692954, 0.6908029639423454, 0.710141619853183, 0.730021650992499, 0.7504582128674476, 0.7714668852554213, 0.7930636840812662, 0.815265073626996, 0.8380879790833082, 0.8615497994524721, 0.885668420812431, 0.9104622299522194, 0.9359501283891019, 0.9621515467781114, 0.9890864597249744, 1.0167754010137187, 1.045239479260565, 1.0745003940060471, 1.1045804522576164, 1.1355025854953513, 1.1672903671537318, 1.1999680305928035, 1.2335604875724422, 1.2680933472437848, 1.3035929356723266, 1.3400863159075478, 1.3776013086143843, 1.4161665132822627, 1.4558113300278694, 1.4965659820082826, 1.5384615384615383]
Copies: 600
Move type: l chain flip
----------------------------------
Finished copy 201 at 2025-05-29T11:13:54.896
Finished copy 301 at 2025-05-29T11:13:55.347
Finished copy 501 at 2025-05-29T11:13:56.057
Finished copy 401 at 2025-05-29T11:13:56.334
Finished copy 101 at 2025-05-29T11:13:56.430
Finished copy 202 at 2025-05-29T11:13:56.680
Finished copy 1 at 2025-05-29T11:13:56.901
Finished copy 302 at 2025-05-29T11:13:57.255
Finished copy 203 at 2025-05-29T11:13:58.245
Finished copy 502 at 2025-05-29T11:13:58.896
Finished copy 402 at 2025-05-29T11:13:59.479
Finished copy 303 at 2025-05-29T11:13:59.545
Finished copy 102 at 2025-05-29T11:13:59.889
Finished copy 2 at 2025-05-29T11:13:59.924
Finished copy 204 at 2025-05-29T11:14:00.015
Finished copy 304 at 2025-05-29T11:14:01.666
Finished copy 503 at 2025-05-29T11:14:02.131
Finished copy 205 at 2025-05-29T11:14:02.136
Finished copy 403 at 2025-05-29T11:14:02.870
Finished copy 103 at 2025-05-29T11:14:03.089
Finished copy 3 at 2025-05-29T11:14:03.273
Finished copy 305 at 2025-05-29T11:14:03.505
Finished copy 206 at 2025-05-29T11:14:03.878
Finished copy 504 at 2025-05-29T11:14:04.765
Finished copy 306 at 2025-05-29T11:14:05.206
Finished copy 207 at 2025-05-29T11:14:05.612
Finished copy 104 at 2025-05-29T11:14:05.802
Finished copy 404 at 2025-05-29T11:14:05.891
Finished copy 4 at 2025-05-29T11:14:06.783
Finished copy 505 at 2025-05-29T11:14:07.255
Finished copy 208 at 2025-05-29T11:14:07.256
Finished copy 307 at 2025-05-29T11:14:07.384
Finished copy 405 at 2025-05-29T11:14:08.804
Finished copy 105 at 2025-05-29T11:14:08.959
Finished copy 209 at 2025-05-29T11:14:09.201
Finished copy 308 at 2025-05-29T11:14:09.449
Finished copy 5 at 2025-05-29T11:14:09.784
Finished copy 506 at 2025-05-29T11:14:09.933
Finished copy 210 at 2025-05-29T11:14:11.227
Finished copy 309 at 2025-05-29T11:14:11.352
Finished copy 106 at 2025-05-29T11:14:12.346
Finished copy 6 at 2025-05-29T11:14:12.445
Finished copy 406 at 2025-05-29T11:14:12.509
Finished copy 507 at 2025-05-29T11:14:12.640
Finished copy 211 at 2025-05-29T11:14:13.209
Finished copy 310 at 2025-05-29T11:14:13.305
Finished copy 212 at 2025-05-29T11:14:15.132
Finished copy 311 at 2025-05-29T11:14:15.238
Finished copy 107 at 2025-05-29T11:14:15.463
Finished copy 508 at 2025-05-29T11:14:15.527
Finished copy 407 at 2025-05-29T11:14:15.639
Finished copy 7 at 2025-05-29T11:14:15.745
Finished copy 213 at 2025-05-29T11:14:16.874
Finished copy 312 at 2025-05-29T11:14:17.157
Finished copy 509 at 2025-05-29T11:14:18.307
Finished copy 108 at 2025-05-29T11:14:18.452
Finished copy 8 at 2025-05-29T11:14:18.477
Finished copy 214 at 2025-05-29T11:14:18.543
Finished copy 313 at 2025-05-29T11:14:18.863
Finished copy 408 at 2025-05-29T11:14:19.116
Finished copy 215 at 2025-05-29T11:14:20.269
Finished copy 314 at 2025-05-29T11:14:21.011
Finished copy 109 at 2025-05-29T11:14:21.134
Finished copy 510 at 2025-05-29T11:14:21.352
Finished copy 9 at 2025-05-29T11:14:21.364
Finished copy 409 at 2025-05-29T11:14:22.206
Finished copy 216 at 2025-05-29T11:14:22.266
Finished copy 315 at 2025-05-29T11:14:22.927
Finished copy 110 at 2025-05-29T11:14:23.887
Finished copy 217 at 2025-05-29T11:14:24.292
Finished copy 511 at 2025-05-29T11:14:24.409
Finished copy 316 at 2025-05-29T11:14:24.664
Finished copy 10 at 2025-05-29T11:14:24.804
Finished copy 410 at 2025-05-29T11:14:25.375
Finished copy 218 at 2025-05-29T11:14:26.057
Finished copy 317 at 2025-05-29T11:14:26.941
Finished copy 111 at 2025-05-29T11:14:27.172
Finished copy 512 at 2025-05-29T11:14:27.368
Finished copy 219 at 2025-05-29T11:14:27.732
Finished copy 11 at 2025-05-29T11:14:27.832
Finished copy 411 at 2025-05-29T11:14:27.862
Finished copy 318 at 2025-05-29T11:14:28.543
Finished copy 220 at 2025-05-29T11:14:29.478
Finished copy 112 at 2025-05-29T11:14:29.958
Finished copy 513 at 2025-05-29T11:14:30.373
Finished copy 412 at 2025-05-29T11:14:30.648
Finished copy 12 at 2025-05-29T11:14:30.842
Finished copy 319 at 2025-05-29T11:14:30.847
Finished copy 221 at 2025-05-29T11:14:31.552
Finished copy 320 at 2025-05-29T11:14:32.959
Finished copy 113 at 2025-05-29T11:14:33.083
Finished copy 222 at 2025-05-29T11:14:33.576
Finished copy 514 at 2025-05-29T11:14:33.641
Finished copy 13 at 2025-05-29T11:14:33.798
Finished copy 413 at 2025-05-29T11:14:33.825
Finished copy 321 at 2025-05-29T11:14:35.043
Finished copy 223 at 2025-05-29T11:14:35.316
Finished copy 114 at 2025-05-29T11:14:36.088
Finished copy 515 at 2025-05-29T11:14:36.602
Finished copy 322 at 2025-05-29T11:14:36.764
Finished copy 414 at 2025-05-29T11:14:36.878
Finished copy 14 at 2025-05-29T11:14:37.097
Finished copy 224 at 2025-05-29T11:14:37.201
Finished copy 115 at 2025-05-29T11:14:38.477
Finished copy 323 at 2025-05-29T11:14:38.725
Finished copy 225 at 2025-05-29T11:14:39.501
Finished copy 516 at 2025-05-29T11:14:39.794
Finished copy 415 at 2025-05-29T11:14:39.850
Finished copy 15 at 2025-05-29T11:14:40.244
Finished copy 324 at 2025-05-29T11:14:40.579
Finished copy 226 at 2025-05-29T11:14:41.108
Finished copy 116 at 2025-05-29T11:14:41.183
Finished copy 325 at 2025-05-29T11:14:42.560
Finished copy 517 at 2025-05-29T11:14:42.619
Finished copy 227 at 2025-05-29T11:14:42.988
